invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
546406,46000S,POLYESTER FILLER PAD 40x40cm,70,2011-03-11 16:21:00,0.0,,United Kingdom
546406,46000M,POLYESTER FILLER PAD 45x45cm,60,2011-03-11 16:21:00,0.0,,United Kingdom
546407,22719,wrong barcode (22467),-178,2011-03-11 16:24:00,0.0,,United Kingdom
546408,22467,wrongly sold (22719) barcode,170,2011-03-11 16:25:00,0.0,,United Kingdom
546409,21833,damages,-110,2011-03-11 16:27:00,0.0,,United Kingdom
546551,84563A,Unknown product,-10,2011-03-14 17:33:00,0.0,,United Kingdom
546661,22777,Unknown product,-25,2011-03-15 14:33:00,0.0,,United Kingdom
546666,79321,Unknown product,72,2011-03-15 15:14:00,0.0,,United Kingdom
546672,85206A,Unknown product,-77,2011-03-15 15:47:00,0.0,,United Kingdom
546673,23348,Unknown product,48,2011-03-15 16:11:00,0.0,,United Kingdom
546756,79067,Unknown product,-5,2011-03-16 13:31:00,0.0,,United Kingdom
546933,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,85099B,JUMBO BAG RED RETROSPOT,2,2011-03-18 11:02:00,0.0,,United Kingdom
546933,48184,DOORMAT ENGLISH ROSE,2,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22692,DOORMAT WELCOME TO OUR HOME,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22683,FRENCH BLUE METAL DOOR SIGN 8,2,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22686,FRENCH BLUE METAL DOOR SIGN No,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22681,FRENCH BLUE METAL DOOR SIGN 6,7,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22682,FRENCH BLUE METAL DOOR SIGN 7,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22685,FRENCH BLUE METAL DOOR SIGN 0,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22680,FRENCH BLUE METAL DOOR SIGN 5,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22684,FRENCH BLUE METAL DOOR SIGN 9,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22678,FRENCH BLUE METAL DOOR SIGN 3,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22679,FRENCH BLUE METAL DOOR SIGN 4,4,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22676,FRENCH BLUE METAL DOOR SIGN 1,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22666,RECIPE BOX PANTRY YELLOW DESIGN,9,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22627,MINT KITCHEN SCALES,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22626,BLACK KITCHEN SCALES,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22625,RED KITCHEN SCALES,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22521,CHILDS GARDEN TROWEL PINK,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22430,ENAMEL WATERING CAN CREAM,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22366,DOORMAT AIRMAIL,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22364,GLASS JAR DIGESTIVE BISCUITS,2,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22631,CIRCUS PARADE LUNCH BOX,3,2011-03-18 11:02:00,0.0,,United Kingdom
546933,21556,CERAMIC STRAWBERRY MONEY BOX,2,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,22372,AIRLINE BAG VINTAGE WORLD CHAMPION,1,2011-03-18 11:02:00,0.0,,United Kingdom
546933,20719,WOODLAND CHARLOTTE BAG,1,2011-03-18 11:02:00,0.0,,United Kingdom
547328,22272,Unknown product,45,2011-03-22 11:37:00,0.0,,United Kingdom
547329,20681,Unknown product,-1,2011-03-22 11:38:00,0.0,,United Kingdom
547330,21894,Unknown product,-40,2011-03-22 11:40:00,0.0,,United Kingdom
547331,17013D,Unknown product,-20,2011-03-22 11:41:00,0.0,,United Kingdom
547332,21613,Unknown product,-47,2011-03-22 11:42:00,0.0,,United Kingdom
547333,22791,Unknown product,-70,2011-03-22 11:43:00,0.0,,United Kingdom
547335,20934,Unknown product,-15,2011-03-22 11:44:00,0.0,,United Kingdom
547336,21689,wrong barcode,-323,2011-03-22 11:45:00,0.0,,United Kingdom
547337,85025C,barcode problem,-230,2011-03-22 11:47:00,0.0,,United Kingdom
547338,22245,Unknown product,-110,2011-03-22 11:49:00,0.0,,United Kingdom
547339,84406B,?,-450,2011-03-22 11:51:00,0.0,,United Kingdom
547341,85049D,Unknown product,-20,2011-03-22 11:53:00,0.0,,United Kingdom
547343,77101A,Unknown product,4,2011-03-22 11:54:00,0.0,,United Kingdom
547344,22838,Unknown product,5,2011-03-22 11:55:00,0.0,,United Kingdom
547345,22838,Unknown product,-10,2011-03-22 11:55:00,0.0,,United Kingdom
547346,21000,Unknown product,-41,2011-03-22 11:56:00,0.0,,United Kingdom
547347,22470,Unknown product,-6,2011-03-22 11:56:00,0.0,,United Kingdom
547348,85206A,Unknown product,4,2011-03-22 11:57:00,0.0,,United Kingdom
547363,22459,?lost,-232,2011-03-22 12:33:00,0.0,,United Kingdom
547369,21898,Unknown product,-83,2011-03-22 13:24:00,0.0,,United Kingdom
547394,71477,Unknown product,1,2011-03-22 16:38:00,0.0,,United Kingdom
547395,84977,Unknown product,1,2011-03-22 16:38:00,0.0,,United Kingdom
547396,79321,CHILLI LIGHTS,1,2011-03-22 16:54:00,0.0,,United Kingdom
547402,85028L,Unknown product,12,2011-03-22 17:04:00,0.0,,United Kingdom
547403,85028L,Unknown product,-2,2011-03-22 17:05:00,0.0,,United Kingdom
547404,85028S,Unknown product,24,2011-03-22 17:05:00,0.0,,United Kingdom
547417,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,36,2011-03-23 10:25:00,0.0,13239.0,United Kingdom
547487,84596E,Unknown product,-153,2011-03-23 11:29:00,0.0,,United Kingdom
547505,22198,Unknown product,-9,2011-03-23 13:36:00,0.0,,United Kingdom
547506,21538,Unknown product,-2,2011-03-23 13:38:00,0.0,,United Kingdom
547522,21717,Unknown product,5,2011-03-23 15:02:00,0.0,,United Kingdom
547523,85197,Unknown product,5,2011-03-23 15:03:00,0.0,,United Kingdom
547524,22451,Unknown product,4,2011-03-23 15:03:00,0.0,,United Kingdom
547525,21258,Unknown product,3,2011-03-23 15:04:00,0.0,,United Kingdom
547526,22627,Unknown product,3,2011-03-23 15:04:00,0.0,,United Kingdom
547527,21826,Unknown product,2,2011-03-23 15:04:00,0.0,,United Kingdom
547528,84840,Unknown product,2,2011-03-23 15:05:00,0.0,,United Kingdom
547529,21841,Unknown product,1,2011-03-23 15:05:00,0.0,,United Kingdom
547530,22764,Unknown product,3,2011-03-23 15:05:00,0.0,,United Kingdom
547531,82605,Unknown product,1,2011-03-23 15:06:00,0.0,,United Kingdom
547532,84227,Unknown product,1,2011-03-23 15:06:00,0.0,,United Kingdom
547533,84968B,Unknown product,2,2011-03-23 15:06:00,0.0,,United Kingdom
547534,90084,Unknown product,1,2011-03-23 15:06:00,0.0,,United Kingdom
547536,90005A,Unknown product,1,2011-03-23 15:07:00,0.0,,United Kingdom
547557,22866,Unknown product,2,2011-03-23 16:53:00,0.0,,United Kingdom
547559,72759,thrown away-can't sell.,-524,2011-03-23 17:27:00,0.0,,United Kingdom
547560,72732,thrown away-can't sell,-2472,2011-03-23 17:28:00,0.0,,United Kingdom
547575,85025C,Unknown product,144,2011-03-24 10:18:00,0.0,,United Kingdom
547593,20785,Unknown product,-2,2011-03-24 11:18:00,0.0,,United Kingdom
547595,82483,Unknown product,-12,2011-03-24 11:20:00,0.0,,United Kingdom
547596,84306,Unknown product,-5,2011-03-24 11:20:00,0.0,,United Kingdom
547597,17011F,Unknown product,-18,2011-03-24 11:21:00,0.0,,United Kingdom
547598,21332,Unknown product,-25,2011-03-24 11:24:00,0.0,,United Kingdom
547599,21361,Unknown product,-10,2011-03-24 11:24:00,0.0,,United Kingdom
547606,22173,Unknown product,-22,2011-03-24 11:26:00,0.0,,United Kingdom
547611,84631,Unknown product,-9,2011-03-24 11:26:00,0.0,,United Kingdom
547618,21547,Unknown product,-12,2011-03-24 11:28:00,0.0,,United Kingdom
547626,20973,Unknown product,60,2011-03-24 11:30:00,0.0,,United Kingdom
547646,84849D,Unknown product,-80,2011-03-24 11:42:00,0.0,,United Kingdom
547673,47593A,found,13,2011-03-24 13:57:00,0.0,,United Kingdom
547696,35809B,Unknown product,12,2011-03-24 16:07:00,0.0,,United Kingdom
547699,21143,Unknown product,-32,2011-03-24 16:38:00,0.0,,United Kingdom
547700,21147,Unknown product,-105,2011-03-24 16:39:00,0.0,,United Kingdom
547701,84559D,Unknown product,-7,2011-03-24 16:42:00,0.0,,United Kingdom
547704,21621,rcvd be air temp fix for dotcom sit,100,2011-03-24 17:51:00,0.0,,United Kingdom
547813,84840,Unknown product,1,2011-03-25 14:11:00,0.0,,United Kingdom
547827,22444,Unknown product,82,2011-03-25 15:10:00,0.0,,United Kingdom
547916,22459,Unknown product,-36,2011-03-28 12:46:00,0.0,,United Kingdom
547917,21898,Unknown product,6,2011-03-28 12:46:00,0.0,,United Kingdom
547927,37444C,Unknown product,5,2011-03-28 13:59:00,0.0,,United Kingdom
547928,37444B,Unknown product,1,2011-03-28 14:00:00,0.0,,United Kingdom
547929,21393,Unknown product,3,2011-03-28 14:00:00,0.0,,United Kingdom
547932,85197,Unknown product,24,2011-03-28 14:01:00,0.0,,United Kingdom
547933,21445,Unknown product,1,2011-03-28 14:02:00,0.0,,United Kingdom
547943,21357,Unknown product,1,2011-03-28 14:58:00,0.0,,United Kingdom
547948,71038,Unknown product,167,2011-03-28 15:06:00,0.0,,United Kingdom
547950,35241,damages?,-40,2011-03-28 15:11:00,0.0,,United Kingdom
547957,20713,Unknown product,32,2011-03-28 15:16:00,0.0,,United Kingdom
547959,20713,Unknown product,23,2011-03-28 15:19:00,0.0,,United Kingdom
547966,DOT,Unknown product,1000,2011-03-28 15:49:00,0.0,,United Kingdom
547989,21621,re dotcom quick fix.,-100,2011-03-29 09:36:00,0.0,,United Kingdom
547994,21228,Unknown product,-7,2011-03-29 10:18:00,0.0,,United Kingdom
547995,35823P,Unknown product,-12,2011-03-29 10:20:00,0.0,,United Kingdom
547996,84534B,Unknown product,-10,2011-03-29 10:22:00,0.0,,United Kingdom
547997,20857,Unknown product,-34,2011-03-29 10:22:00,0.0,,United Kingdom
547998,20854,Unknown product,-2,2011-03-29 10:23:00,0.0,,United Kingdom
547999,20860,Unknown product,-7,2011-03-29 10:24:00,0.0,,United Kingdom
548000,85224,Unknown product,-7,2011-03-29 10:24:00,0.0,,United Kingdom
548001,22451,Unknown product,11,2011-03-29 10:26:00,0.0,,United Kingdom
548002,21051,Unknown product,-25,2011-03-29 10:27:00,0.0,,United Kingdom
548008,21190,Unknown product,-80,2011-03-29 10:52:00,0.0,,United Kingdom
548069,20713,Unknown product,-22,2011-03-29 12:10:00,0.0,,United Kingdom
548095,20850,Unknown product,-3,2011-03-29 12:17:00,0.0,,United Kingdom
548098,21283,Unknown product,-15,2011-03-29 12:17:00,0.0,,United Kingdom
548104,84854,Unknown product,-3,2011-03-29 12:18:00,0.0,,United Kingdom
548110,21911,Unknown product,-27,2011-03-29 12:20:00,0.0,,United Kingdom
548149,72821,Unknown product,-2,2011-03-29 12:36:00,0.0,,United Kingdom
548161,20734,Unknown product,2,2011-03-29 13:40:00,0.0,,United Kingdom
548173,85067,Unknown product,-3,2011-03-29 14:17:00,0.0,,United Kingdom
548175,46115B,Unknown product,-2,2011-03-29 14:19:00,0.0,,United Kingdom
548195,79321,Unknown product,27,2011-03-29 15:36:00,0.0,,United Kingdom
548205,21614,Unknown product,48,2011-03-29 16:51:00,0.0,,United Kingdom
548206,22469,Unknown product,-53,2011-03-29 16:56:00,0.0,,United Kingdom
548207,20713,Unknown product,25,2011-03-29 17:11:00,0.0,,United Kingdom
548209,21621,Unknown product,-30,2011-03-29 17:21:00,0.0,,United Kingdom
548220,79321,Unknown product,14,2011-03-30 09:47:00,0.0,,United Kingdom
548221,85049B,Unknown product,1,2011-03-30 09:47:00,0.0,,United Kingdom
548224,47593A,Unknown product,2,2011-03-30 10:23:00,0.0,,United Kingdom
548227,90099,Unknown product,-19,2011-03-30 10:24:00,0.0,,United Kingdom
548261,90104,Unknown product,2,2011-03-30 11:19:00,0.0,,United Kingdom
548269,22036,Unknown product,-45,2011-03-30 11:35:00,0.0,,United Kingdom
548286,10002,Unknown product,180,2011-03-30 11:47:00,0.0,,United Kingdom
548318,22055,MINI CAKE STAND  HANGING STRAWBERY,5,2011-03-30 12:45:00,0.0,13113.0,United Kingdom
548328,21527,Unknown product,-21,2011-03-30 13:11:00,0.0,,United Kingdom
548339,21827,Unknown product,-42,2011-03-30 14:08:00,0.0,,United Kingdom
548364,21095,Unknown product,53,2011-03-30 15:49:00,0.0,,United Kingdom
548365,79172D,Unknown product,-7,2011-03-30 15:49:00,0.0,,United Kingdom
548366,84678,Unknown product,-33,2011-03-30 15:50:00,0.0,,United Kingdom
548369,84683,Unknown product,-6,2011-03-30 16:00:00,0.0,,United Kingdom
548376,22533,Unknown product,-80,2011-03-30 16:39:00,0.0,,United Kingdom
548377,85016,Unknown product,-46,2011-03-30 16:40:00,0.0,,United Kingdom
548378,22052,Unknown product,-75,2011-03-30 16:41:00,0.0,,United Kingdom
548379,20702,Unknown product,11,2011-03-30 16:41:00,0.0,,United Kingdom
548380,22127,Dotcom sold in 6's,-60,2011-03-30 16:44:00,0.0,,United Kingdom
548381,22127,sold in set?,-690,2011-03-30 16:45:00,0.0,,United Kingdom
548382,84898F,Unknown product,-2,2011-03-30 16:46:00,0.0,,United Kingdom
548383,84906,Unknown product,5,2011-03-30 16:46:00,0.0,,United Kingdom
548385,22168,Unknown product,-19,2011-03-30 16:47:00,0.0,,United Kingdom
548394,82494L,cracked,-39,2011-03-30 17:18:00,0.0,,United Kingdom
548395,22194,Unknown product,-9,2011-03-30 17:20:00,0.0,,United Kingdom
548396,22719,sold as 22467,-25,2011-03-30 17:21:00,0.0,,United Kingdom
548397,21195,Unknown product,-30,2011-03-30 17:23:00,0.0,,United Kingdom
548398,22482,Unknown product,-66,2011-03-30 17:24:00,0.0,,United Kingdom
548399,15030,Unknown product,150,2011-03-30 17:25:00,0.0,,United Kingdom
548402,21040,Unknown product,-5,2011-03-31 09:26:00,0.0,,United Kingdom
548535,90010A,Unknown product,25,2011-03-31 17:33:00,0.0,,United Kingdom
548536,90010B,Unknown product,-50,2011-03-31 17:34:00,0.0,,United Kingdom
548537,90173,Unknown product,-28,2011-03-31 17:35:00,0.0,,United Kingdom
548538,90082B,Unknown product,3,2011-03-31 17:36:00,0.0,,United Kingdom
548539,90005A,Unknown product,2,2011-03-31 17:37:00,0.0,,United Kingdom
548540,90035A,Unknown product,-9,2011-03-31 17:51:00,0.0,,United Kingdom
548615,16010,Unknown product,-7,2011-04-01 11:47:00,0.0,,United Kingdom
548620,84313B,Damaged,-32,2011-04-01 11:53:00,0.0,,United Kingdom
548637,84596E,Unknown product,5,2011-04-01 12:32:00,0.0,,United Kingdom
548638,21258,Unknown product,4,2011-04-01 12:34:00,0.0,,United Kingdom
548639,22627,Unknown product,1,2011-04-01 12:34:00,0.0,,United Kingdom
548646,21472,Unknown product,-140,2011-04-01 13:15:00,0.0,,United Kingdom
548662,82494L,Unknown product,-180,2011-04-01 14:31:00,0.0,,United Kingdom
548675,85185D,Unknown product,-2,2011-04-01 16:39:00,0.0,,United Kingdom
548676,72800F,Unknown product,-5,2011-04-01 16:40:00,0.0,,United Kingdom
548677,72781,Unknown product,-30,2011-04-01 16:40:00,0.0,,United Kingdom
548678,35015,Unknown product,-9,2011-04-01 16:41:00,0.0,,United Kingdom
548679,72793,Unknown product,-3,2011-04-01 16:42:00,0.0,,United Kingdom
548680,72800D,Unknown product,-18,2011-04-01 16:43:00,0.0,,United Kingdom
548681,72800D,Unknown product,3,2011-04-01 16:43:00,0.0,,United Kingdom
548682,72789,Unknown product,-2,2011-04-01 16:44:00,0.0,,United Kingdom
548683,72801G,Unknown product,47,2011-04-01 16:45:00,0.0,,United Kingdom
548684,72798C,Unknown product,-2,2011-04-01 16:46:00,0.0,,United Kingdom
548685,85018B,Unknown product,-2,2011-04-01 16:47:00,0.0,,United Kingdom
548693,22720,Unknown product,-60,2011-04-01 17:25:00,0.0,,United Kingdom
548694,22720,Unknown product,10,2011-04-01 17:28:00,0.0,,United Kingdom
548871,22162,HEART GARLAND RUSTIC PADDED,2,2011-04-04 14:42:00,0.0,14410.0,United Kingdom
548886,85118,Unknown product,-6,2011-04-04 15:23:00,0.0,,United Kingdom
548887,35824B,Unknown product,-8,2011-04-04 15:24:00,0.0,,United Kingdom
548888,84726,Unknown product,-14,2011-04-04 15:25:00,0.0,,United Kingdom
548889,84875A,Unknown product,-17,2011-04-04 15:26:00,0.0,,United Kingdom
548890,84876C,Unknown product,-19,2011-04-04 15:26:00,0.0,,United Kingdom
548897,47570B,Unknown product,-70,2011-04-04 16:22:00,0.0,,United Kingdom
548980,22114,Unknown product,-194,2011-04-05 12:21:00,0.0,,United Kingdom
548986,21210,Unknown product,-177,2011-04-05 12:46:00,0.0,,United Kingdom
548989,72799F,Unknown product,-46,2011-04-05 13:19:00,0.0,,United Kingdom
548997,84507B,Unknown product,20,2011-04-05 14:33:00,0.0,,United Kingdom
548998,84741C,Unknown product,8,2011-04-05 14:34:00,0.0,,United Kingdom
548999,84743C,damages,-26,2011-04-05 14:34:00,0.0,,United Kingdom
549000,35972,Unknown product,-45,2011-04-05 14:35:00,0.0,,United Kingdom
549001,84845D,Unknown product,-5,2011-04-05 14:35:00,0.0,,United Kingdom
549002,21278,Unknown product,17,2011-04-05 14:36:00,0.0,,United Kingdom
549003,21279,Unknown product,14,2011-04-05 14:36:00,0.0,,United Kingdom
549004,21274,Unknown product,-3,2011-04-05 14:37:00,0.0,,United Kingdom
549005,16020C,Unknown product,-5,2011-04-05 14:37:00,0.0,,United Kingdom
549006,84508B,Unknown product,-23,2011-04-05 14:38:00,0.0,,United Kingdom
549008,21281,Unknown product,-31,2011-04-05 14:38:00,0.0,,United Kingdom
549009,21474,Unknown product,-8,2011-04-05 14:39:00,0.0,,United Kingdom
549010,21684,Unknown product,-62,2011-04-05 14:39:00,0.0,,United Kingdom
549011,62096B,Unknown product,-8,2011-04-05 14:41:00,0.0,,United Kingdom
549028,84569A,Unknown product,-18,2011-04-05 17:02:00,0.0,,United Kingdom
549029,84569B,Unknown product,-17,2011-04-05 17:03:00,0.0,,United Kingdom
549030,84520B,Unknown product,-61,2011-04-05 17:03:00,0.0,,United Kingdom
549031,10134,Unknown product,-19,2011-04-05 17:04:00,0.0,,United Kingdom
549032,20778,Unknown product,-6,2011-04-05 17:06:00,0.0,,United Kingdom
549033,16254,Unknown product,-5,2011-04-05 17:08:00,0.0,,United Kingdom
549034,16248B,Unknown product,2,2011-04-05 17:08:00,0.0,,United Kingdom
549035,72051S,Unknown product,-15,2011-04-05 17:09:00,0.0,,United Kingdom
549036,84993B,Unknown product,-54,2011-04-05 17:09:00,0.0,,United Kingdom
549037,84569C,Unknown product,-37,2011-04-05 17:09:00,0.0,,United Kingdom
549038,84569D,Unknown product,-70,2011-04-05 17:10:00,0.0,,United Kingdom
549042,21681,Unknown product,-2,2011-04-05 17:24:00,0.0,,United Kingdom
549043,84990,Unknown product,-24,2011-04-05 17:26:00,0.0,,United Kingdom
549100,21484,CHICK GREY HOT WATER BOTTLE,1,2011-04-06 11:14:00,0.0,,United Kingdom
549103,82494L,Unknown product,167,2011-04-06 11:39:00,0.0,,United Kingdom
549132,20756,Unknown product,-70,2011-04-06 15:22:00,0.0,,United Kingdom
549133,20759,Unknown product,-52,2011-04-06 15:22:00,0.0,,United Kingdom
549134,20758,Unknown product,-54,2011-04-06 15:22:00,0.0,,United Kingdom
549135,20760,Unknown product,31,2011-04-06 15:23:00,0.0,,United Kingdom
549136,21414,Unknown product,-3,2011-04-06 15:23:00,0.0,,United Kingdom
549137,84459B,Unknown product,-7,2011-04-06 15:24:00,0.0,,United Kingdom
549138,22988,Unknown product,12,2011-04-06 15:25:00,0.0,,United Kingdom
549139,22988,Unknown product,-91,2011-04-06 15:26:00,0.0,,United Kingdom
549140,35819B,Unknown product,7,2011-04-06 15:26:00,0.0,,United Kingdom
549141,35819B,Unknown product,70,2011-04-06 15:26:00,0.0,,United Kingdom
549142,35650,Unknown product,-24,2011-04-06 15:26:00,0.0,,United Kingdom
549143,84597C,Unknown product,-17,2011-04-06 15:27:00,0.0,,United Kingdom
549144,21416,Unknown product,-14,2011-04-06 15:28:00,0.0,,United Kingdom
549145,21421,Unknown product,26,2011-04-06 15:28:00,0.0,,United Kingdom
549146,85017A,Unknown product,-10,2011-04-06 15:29:00,0.0,,United Kingdom
549147,20773,Unknown product,-4,2011-04-06 15:30:00,0.0,,United Kingdom
549149,35649,Unknown product,-43,2011-04-06 15:31:00,0.0,,United Kingdom
549150,79336,Unknown product,-47,2011-04-06 15:32:00,0.0,,United Kingdom
549151,21664,Unknown product,20,2011-04-06 15:33:00,0.0,,United Kingdom
549156,17013D,Unknown product,-9,2011-04-06 17:11:00,0.0,,United Kingdom
549157,21511,Unknown product,-9,2011-04-06 17:13:00,0.0,,United Kingdom
549158,21910,Unknown product,-1,2011-04-06 17:13:00,0.0,,United Kingdom
549159,22052,Unknown product,-25,2011-04-06 17:14:00,0.0,,United Kingdom
549160,81953P,Unknown product,-7,2011-04-06 17:15:00,0.0,,United Kingdom
549161,21518,Unknown product,-31,2011-04-06 17:15:00,0.0,,United Kingdom
549163,84247L,Unknown product,8,2011-04-06 17:18:00,0.0,,United Kingdom
549164,16169P,Unknown product,-75,2011-04-06 17:20:00,0.0,,United Kingdom
549165,35815P,Unknown product,-63,2011-04-06 17:20:00,0.0,,United Kingdom
549166,44265,Unknown product,3,2011-04-06 17:21:00,0.0,,United Kingdom
549167,84846A,Unknown product,-8,2011-04-06 17:24:00,0.0,,United Kingdom
549168,21161,Unknown product,-10,2011-04-06 17:24:00,0.0,,United Kingdom
549170,82545A,Unknown product,-4,2011-04-06 17:25:00,0.0,,United Kingdom
549171,84251F,Unknown product,-2,2011-04-06 17:26:00,0.0,,United Kingdom
549172,21637,Unknown product,-139,2011-04-06 17:27:00,0.0,,United Kingdom
549173,84218,Unknown product,-2,2011-04-06 17:28:00,0.0,,United Kingdom
549174,21160,Unknown product,-7,2011-04-06 17:30:00,0.0,,United Kingdom
549175,21171,Unknown product,-30,2011-04-06 17:30:00,0.0,,United Kingdom
549176,35603B,Unknown product,-12,2011-04-06 17:31:00,0.0,,United Kingdom
549177,20821,Unknown product,9,2011-04-06 17:32:00,0.0,,United Kingdom
549178,47502,Unknown product,-19,2011-04-06 17:33:00,0.0,,United Kingdom
549179,84007,Unknown product,-3,2011-04-06 17:34:00,0.0,,United Kingdom
549180,84522,Unknown product,-30,2011-04-06 17:34:00,0.0,,United Kingdom
549244,79331,Unknown product,-3,2011-04-07 11:53:00,0.0,,United Kingdom
549264,21337,Unknown product,-21,2011-04-07 12:45:00,0.0,,United Kingdom
549266,84593,Unknown product,-5,2011-04-07 12:45:00,0.0,,United Kingdom
549267,46037A,Unknown product,-5,2011-04-07 12:46:00,0.0,,United Kingdom
549268,84856S,Unknown product,-7,2011-04-07 12:47:00,0.0,,United Kingdom
549270,84856L,Unknown product,-27,2011-04-07 12:48:00,0.0,,United Kingdom
549271,62096B,Unknown product,-2,2011-04-07 12:48:00,0.0,,United Kingdom
549326,21738,Unknown product,-5,2011-04-08 10:45:00,0.0,,United Kingdom
549327,84912A,Unknown product,70,2011-04-08 10:46:00,0.0,,United Kingdom
549328,51008,Unknown product,-110,2011-04-08 10:49:00,0.0,,United Kingdom
549329,84989A,Unknown product,-1,2011-04-08 10:49:00,0.0,,United Kingdom
549330,84251J,Unknown product,-28,2011-04-08 10:53:00,0.0,,United Kingdom
549331,40018F,Unknown product,-22,2011-04-08 10:54:00,0.0,,United Kingdom
549332,84864A,Unknown product,-2,2011-04-08 10:55:00,0.0,,United Kingdom
549340,20774,Unknown product,-11,2011-04-08 11:02:00,0.0,,United Kingdom
549342,35818B,Unknown product,-53,2011-04-08 11:06:00,0.0,,United Kingdom
549343,72815,Unknown product,-3,2011-04-08 11:07:00,0.0,,United Kingdom
549344,21825,Unknown product,-14,2011-04-08 11:08:00,0.0,,United Kingdom
549345,20748,Unknown product,12,2011-04-08 11:10:00,0.0,,United Kingdom
549346,22033,Unknown product,-50,2011-04-08 11:10:00,0.0,,United Kingdom
549347,35914,Unknown product,10,2011-04-08 11:11:00,0.0,,United Kingdom
549348,84251B,Unknown product,-60,2011-04-08 11:13:00,0.0,,United Kingdom
549349,10123G,Unknown product,-38,2011-04-08 11:13:00,0.0,,United Kingdom
549350,84597B,Unknown product,-13,2011-04-08 11:14:00,0.0,,United Kingdom
549351,85006,Unknown product,-21,2011-04-08 11:14:00,0.0,,United Kingdom
549355,84899F,Unknown product,-5,2011-04-08 11:21:00,0.0,,United Kingdom
549371,84921,Unknown product,-17,2011-04-08 11:27:00,0.0,,United Kingdom
549373,85008,Unknown product,-2,2011-04-08 11:28:00,0.0,,United Kingdom
549374,20775,Unknown product,-29,2011-04-08 11:29:00,0.0,,United Kingdom
549375,20863,Unknown product,-6,2011-04-08 11:29:00,0.0,,United Kingdom
549376,17014A,Unknown product,11,2011-04-08 11:29:00,0.0,,United Kingdom
549426,22078,Unknown product,-201,2011-04-08 11:55:00,0.0,,United Kingdom
549427,22797,damages,-12,2011-04-08 11:56:00,0.0,,United Kingdom
549453,84857C,Unknown product,24,2011-04-08 14:18:00,0.0,,United Kingdom
549454,84858C,Unknown product,46,2011-04-08 14:18:00,0.0,,United Kingdom
549455,84858C,Unknown product,-10,2011-04-08 14:18:00,0.0,,United Kingdom
549456,47341A,Unknown product,-6,2011-04-08 14:19:00,0.0,,United Kingdom
549457,47344B,Unknown product,-16,2011-04-08 14:19:00,0.0,,United Kingdom
549458,62097B,Unknown product,-6,2011-04-08 14:19:00,0.0,,United Kingdom
549459,62043B,Unknown product,7,2011-04-08 14:20:00,0.0,,United Kingdom
549460,20716,Unknown product,-82,2011-04-08 14:20:00,0.0,,United Kingdom
549461,20731,Unknown product,-16,2011-04-08 14:20:00,0.0,,United Kingdom
549462,84910A,Unknown product,-16,2011-04-08 14:21:00,0.0,,United Kingdom
549463,84919,Unknown product,-17,2011-04-08 14:21:00,0.0,,United Kingdom
549464,20701,Unknown product,-6,2011-04-08 14:21:00,0.0,,United Kingdom
549465,84415B,Unknown product,-5,2011-04-08 14:22:00,0.0,,United Kingdom
549466,20816,Unknown product,-11,2011-04-08 14:22:00,0.0,,United Kingdom
549470,46775D,Unknown product,-8,2011-04-08 14:28:00,0.0,,United Kingdom
549489,85146,Unknown product,8,2011-04-08 15:05:00,0.0,,United Kingdom
549492,21736,Unknown product,5,2011-04-08 15:06:00,0.0,,United Kingdom
549494,22168,Unknown product,6,2011-04-08 15:06:00,0.0,,United Kingdom
549497,21527,Unknown product,3,2011-04-08 15:06:00,0.0,,United Kingdom
